approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-3883095,error_no_fix,short_allcaps_orphan,8L,,schaff-herzog.saint-albans,definition_blocks[0],"ctureeqtte, ib. 1896; idem. The City of","Albane, London. 1907; D. W. Bairett, Sk",error,,,error confirmed but no correction suggestion
,cand-3886485,uncertain,short_allcaps_orphan,<U,,schaff-herzog.saint-maur-congregation-of,definition_blocks[23],thique kutorique et critique dea atiUun,"la conor^iooiion <U St. Maw, The Hacue,",uncertain,uncertain,error,
,cand-3886488,error_no_fix,short_allcaps_orphan,<U,,schaff-herzog.saint-maur-congregation-of,definition_blocks[23],critique dea atiUun <U la conor^iooiion,"St. Maw, The Hacue, 1726; R. P. Taoam,",uncertain,error,error,error confirmed but no correction suggestion
,cand-3886498,error_no_fix,short_allcaps_orphan,<U,,schaff-herzog.saint-maur-congregation-of,definition_blocks[23],"acue, 1726; R. P. Taoam, HiaL litUrairt","la conorSoaiion de S. Maur, Bn»- ada. 1",uncertain,error,error,error confirmed but no correction suggestion
,cand-3922976,error_no_fix,short_allcaps_orphan,W^,,schaff-herzog.saxons-conversion-of-the,definition_blocks[6],,"ed. H. A. Erfaard. 2 volt., MOnster, 18",error,,error,error confirmed but no correction suggestion
,cand-3948225,error_no_fix,short_allcaps_orphan,6L,,schaff-herzog.schmidt-charles-guhxaume-adolphb,definition_blocks[0],he sight of the manuscripts of the lime,his special attention to that period. A,error,,,error confirmed but no correction suggestion
,cand-3950365,error_no_fix,short_allcaps_orphan,G^,,schaff-herzog.jamh,definition_blocks[2],"Trdeter, HermaansburB, 1900; W. Nelle,","echichte dee deuiechen Kirchenliedee, p",error,,error,error confirmed but no correction suggestion
,cand-3964130,error_no_fix,short_allcaps_orphan,3S,,schaff-herzog.scholia,definition_blocks[10],"scripts of the Bible, as in Laur. VI.,",and Cod. Coisl. 206. The earliest patri,uncertain,error,,error confirmed but no correction suggestion
,cand-3966540,error_no_fix,short_allcaps_orphan,M»,,schaff-herzog.schopenhauer-arthur,definition_blocks[6],"ophy eonsult: F. DorKUth, Schopenha%ter","aeiner Wahrheit, Macdebun, 1845; C. Bar",error,,error,error confirmed but no correction suggestion
,cand-3968756,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.schuermann-anna-maru-von,definition_blocks[1],"ion, and supported him with her wealth.",relations between her and Labadie were,error,,error,error confirmed but no correction suggestion
,cand-3970359,error_no_fix,short_allcaps_orphan,6L,,schaff-herzog.schulz-david,definition_blocks[0],". at POrben, near Freystadt (75 m. n.w.","Breelau), Nov. 29, 1779; d. at Breslau",error,,,error confirmed but no correction suggestion
,cand-3971135,error_no_fix,short_allcaps_orphan,{A,,schaff-herzog.thasar,definition_blocks[1],blished entire. He pub- lished a number,pieces in 1657 imder assumed names (Ant,error,,error,error confirmed but no correction suggestion
,cand-3974604,error_no_fix,short_allcaps_orphan,"""I",,schaff-herzog.science-christian,definition_blocks[13],[Note:,"have examined this article, edited it,",error,,error,error confirmed but no correction suggestion
,cand-3978248,error_no_fix,short_allcaps_orphan,X^,,schaff-herzog.science-christian,definition_blocks[77],"s- her best and, because they read no ^","pectB. records save those she approves,",error,,error,error confirmed but no correction suggestion
,cand-3980242,error_no_fix,short_allcaps_orphan,I^,,schaff-herzog.science-christian,definition_blocks[114],"irit gods, rather than one ever present","Am "" (103d ed., p. 152). Then, true to",error,,error,error confirmed but no correction suggestion
,cand-3984631,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.scot-michael,definition_blocks[1],ttain to the merit of his translations.,number of them are still in manu- scrip,error,,error,error confirmed but no correction suggestion
,cand-4013353,error_no_fix,short_allcaps_orphan,U»,,schaff-herzog.sedgwick-daniel,definition_blocks[1],": Julian, Hymnologi/, pp. 1036-87; DNB,",182.,error,,error,error confirmed but no correction suggestion
,cand-4017547,error_no_fix,short_allcaps_orphan,P-,,schaff-herzog.sblborne-roundbll-palmer-earl-of,definition_blocks[2],"; DNB, xlliL 150-154; Julian, Hymnolon*",1580.,error,,error,error confirmed but no correction suggestion
,cand-4019638,error_no_fix,short_allcaps_orphan,A^,,schaff-herzog.selden-john,definition_blocks[19],ohus carried fur- ther his assault upon,"Minor by sea and land, recovering Ptole",error,,error,error confirmed but no correction suggestion
,cand-4037948,uncertain,short_allcaps_orphan,L],,schaff-herzog.seroius-of-constaiitiivople,definition_blocks[21],"they called "" (so the Septuagint [codex","kai ekaleaan), and may continue in thou",uncertain,uncertain,error,
,cand-4044068,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.servatius-saint,definition_blocks[25],rected near the scene of his execution.,monimient to Servetus was erected at An,error,,error,error confirmed but no correction suggestion
,cand-4045035,error_no_fix,short_allcaps_orphan,L«,,schaff-herzog.servia,definition_blocks[6],"iLHKLif GOtz. BnuooBAPHT: P. CScxiueUo,","AoyatmM de Serbie, Pari*, 1894; W. Mill",uncertain,error,error,error confirmed but no correction suggestion
,cand-4062174,error_no_fix,short_allcaps_orphan,KT,,schaff-herzog.shxjshall,definition_blocks[2],ted in 49'' 48' east longitude and 32<',north latitude.,uncertain,error,,error confirmed but no correction suggestion
,cand-4068113,error_no_fix,short_allcaps_orphan,%L,,schaff-herzog.sibyl-sibylunb-books,definition_blocks[47],"teratur, L 801-863- EB, i. 245-250; JE,",319-323.,error,,error,error confirmed but no correction suggestion
,cand-4074627,error_no_fix,short_allcaps_orphan,Q^,,schaff-herzog.sihlery-ernest-gottlieb,definition_blocks[13],<r^U nroa n^vnii^crf «11 ^:a4^«««.4:^Qg,CaStC aUd,error,,error,error confirmed but no correction suggestion
,cand-4091745,error_no_fix,short_allcaps_orphan,<A,,schaff-herzog.simons-menno,definition_blocks[72],justified open adultery und^ the cloak,"the custom of the Jewish fathers, toget",error,,error,error confirmed but no correction suggestion
,cand-4114147,error_no_fix,short_allcaps_orphan,L*,,schaff-herzog.slavery,definition_blocks[56],ristianity to slavery consult: E. Biot.,"Abolition de Veedavaoe dane foccident,",error,,error,error confirmed but no correction suggestion
,cand-4136105,error_no_fix,short_allcaps_orphan,S*,,schaff-herzog.social-servicb-of-the-church,definition_blocks[169],,"Thrae most is the English, The law of E",error,,error,error confirmed but no correction suggestion
,cand-4142403,error_no_fix,short_allcaps_orphan,D£,,schaff-herzog.el-criticism,definition_blocks[7],SOCIETE EVAHGELIQUE,GENEVE. See,error,,error,error confirmed but no correction suggestion
,cand-4154491,error_no_fix,short_allcaps_orphan,L«,,schaff-herzog.song-of-solomon,definition_blocks[38],"of Seripture, New York, 1867; £. Renan,",Cantique de* eantig^ee^ • . . aoec une,uncertain,error,error,error confirmed but no correction suggestion
,cand-4163333,error_no_fix,short_allcaps_orphan,<U,,schaff-herzog.soto-petrus-db,definition_blocks[40],,,error,,error,error confirmed but no correction suggestion
,cand-4163771,error_no_fix,short_allcaps_orphan,T„,,schaff-herzog.soto-petrus-db,definition_blocks[43],B. Weias. BiMieal Theol- ogy of the N.,"2 vols., ib. 1882; W. P. Dickson. St. P",error,,error,error confirmed but no correction suggestion
,cand-4172746,error_no_fix,short_allcaps_orphan,M^,,schaff-herzog.spain,definition_blocks[6],oEAPHT: On the lensnl and Roman OathoBe,toiy of Spain oonault: D. J. Saens d'As,error,,error,error confirmed but no correction suggestion
,cand-4190476,error_no_fix,short_allcaps_orphan,9U,,schaff-herzog.tl-diet-of-1539,definition_blocks[20],"Cs, Maibuis, 1884; idem, i Der Bmek§tag","Spmer ISte, Berlin. 1887; Q. Knirenii,",error,,,error confirmed but no correction suggestion
,cand-4199057,error_no_fix,short_allcaps_orphan,9S,,schaff-herzog.th-new-8chaff-hrz0g,definition_blocks[6],,,error,,,error confirmed but no correction suggestion
,cand-4199795,error_no_fix,short_allcaps_orphan,[A,,schaff-herzog.spitta-kasl-johahh-phillipp,definition_blocks[2],"erman of Spitta and Tersteegen,"" 1873).",large number of his hymns have been ren,error,,error,error confirmed but no correction suggestion
,cand-4204948,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.staeheull-johanlf-jakob,definition_blocks[2],eitung in die kanonitehen BUcher dea A.,"(El- berfeld, 1802), though his present",error,,error,error confirmed but no correction suggestion
,cand-4211626,error_no_fix,short_allcaps_orphan,S£,,schaff-herzog.stars,definition_blocks[16],,,error,,error,error confirmed but no correction suggestion
,cand-4217895,error_no_fix,short_allcaps_orphan,8S,,schaff-herzog.fribdrich-christoph,definition_blocks[1],n Sckriftr ateUen aua dem Ltben Jeau in,"Reden (1764; re- issued, with autobiogr",error,,,error confirmed but no correction suggestion
,cand-4221708,error_no_fix,short_allcaps_orphan,<L,,schaff-herzog.stephah-xartih-stbphahists,definition_blocks[0],".e. of Vienna), Moravia, Aug. 13, 1777;","in Randolph County, lUinois, Feb. 21 ,",error,,error,error confirmed but no correction suggestion
,cand-4223385,error_no_fix,short_allcaps_orphan,H»,,schaff-herzog.stbpheh-db-borbohs-db-vellavilla,definition_blocks[0],"diverttU maleriU prwdicabUibus, ardina^",el diaiineUe in teptem partee aecundutn,uncertain,error,error,error confirmed but no correction suggestion
,cand-4224995,error_no_fix,short_allcaps_orphan,U9,,schaff-herzog.stephshs-estlkimik-stephahxts,definition_blocks[10],"e, ou hiiL de to famHU dM Sttimne «t de","Sdiiiona, 2 parte. Pftris, 1837-38; Q.",error,,,error confirmed but no correction suggestion
,cand-4231402,error_no_fix,short_allcaps_orphan,<A,,schaff-herzog.stichombtry,definition_blocks[85],"mes in excess, and sometimes in defect,",whether the verses of the Gospels are m,error,,error,error confirmed but no correction suggestion
,cand-4231444,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.stichombtry,definition_blocks[85],"nt with the result given above (2,024).",question as to the meaning of has cause,error,,error,error confirmed but no correction suggestion
,cand-4231607,error_no_fix,short_allcaps_orphan,<U,,schaff-herzog.stichombtry,definition_blocks[96],"Codm Bum, London, 1867; Graux, in Revue","Phi- loiogiM, Av^„ 1876; W. Chriet, AMc",error,,error,error confirmed but no correction suggestion
,cand-4237617,error_no_fix,short_allcaps_orphan,W^,,schaff-herzog.stoicism,definition_blocks[10],"of Zeno and Cleanthm, Cambndg^ 1891, T","RoUaatoii, TAa Teackine of Bpuieius,lM6",error,,error,error confirmed but no correction suggestion
,cand-4237633,error_no_fix,short_allcaps_orphan,P^,,schaff-herzog.stoicism,definition_blocks[10],"oot^ SL Paul and Seneca, « »>»J2^«*!S*^","JLioaiolic Aoe, London. 1892; A. S^lfU^",error,,error,error confirmed but no correction suggestion
,cand-4237646,error_no_fix,short_allcaps_orphan,I^,,schaff-herzog.stoicism,definition_blocks[10],"^ iJiophia der mitOeren Stoa, ^^ /^k1w«","Slates and Saints, Glasgow. 1893; ^^^'^",error,,error,error confirmed but no correction suggestion
,cand-4238661,error_no_fix,short_allcaps_orphan,9U,,schaff-herzog.stolberg-friedrich-leopold-couft,definition_blocks[4],"ie, 1874; also J. H. Hennes, F. L. Oraf",^cUberg und Herwog Peter Friedrich Ludw,error,,,error confirmed but no correction suggestion
,cand-4240925,error_no_fix,short_allcaps_orphan,H^,,schaff-herzog.stonnig-hebrew-use-of,definition_blocks[2],This punishment was decreed among the,"brews, according to the Old Testament,",error,,error,error confirmed but no correction suggestion
,cand-4256519,error_no_fix,short_allcaps_orphan,D«,,schaff-herzog.stylites-pillar-saints,definition_blocks[8],". 1748. Consult further: 0. Lautenaack,","SimwnB Stylita, Wittenberi. 1700; F. Uh",error,,error,error confirmed but no correction suggestion
,cand-4260319,error_no_fix,short_allcaps_orphan,P^,,schaff-herzog.succession-apostolic,definition_blocks[18],e episcopate of the Old Catholic priest,Vilatte (q.v.) of Wisconsin. The solenm,error,,error,error confirmed but no correction suggestion
,cand-4266482,error_no_fix,short_allcaps_orphan,D*,,schaff-herzog.summa-der-60dliker-scrxftursn,definition_blocks[13],"the mom, 1883; P. Boigtmdb dm Oroot, in","Ti^dgpi^gd, 1882-83; and M. A. QooHcn,",error,,error,error confirmed but no correction suggestion
,cand-4268711,error_no_fix,short_allcaps_orphan,V^,,schaff-herzog.sun-and-sun-worship,definition_blocks[23],"ence of sun-pillars (Hebr. I^ammamm, k.",""" images,"" R. V., "" sun-images ""; for r",uncertain,error,error,error confirmed but no correction suggestion
,cand-4272534,error_no_fix,short_allcaps_orphan,"J""",,schaff-herzog.sun-and-sun-worship,definition_blocks[59],*• -^jjf,is meant. It has already appeared,uncertain,error,error,error confirmed but no correction suggestion
,cand-4283437,error_no_fix,short_allcaps_orphan,^P,,schaff-herzog.sundat-schools,definition_blocks[25],Ohristlan,.. . i,error,,error,error confirmed but no correction suggestion
,cand-4287314,error_no_fix,short_allcaps_orphan,I^,,schaff-herzog.sundat-schools,definition_blocks[69],"I^don London, England, formed a Sunday-",T' *^^^ ^^ *^ purely voluntary pltt-,error,,error,error confirmed but no correction suggestion
,cand-4287316,error_no_fix,short_allcaps_orphan,T',,schaff-herzog.sundat-schools,definition_blocks[69],"on London, England, formed a Sunday- I^",*^^^ ^^ *^ purely voluntary pltt-,error,,error,error confirmed but no correction suggestion
,cand-4290705,error_no_fix,short_allcaps_orphan,M-,,schaff-herzog.sundat-schools,definition_blocks[110],an exclusively missionary stage for the,"dren oi the wretched, ignorant, neglect",error,,error,error confirmed but no correction suggestion
,cand-4293452,error_no_fix,short_allcaps_orphan,W«,,schaff-herzog.supbrhatural-keu6i0n,definition_blocks[7],"e word of Man *' (pref., p. Ixzxii.). """,gain infinitely more than we lose in ab,error,,error,error confirmed but no correction suggestion
,cand-4307526,error_no_fix,short_allcaps_orphan,^W,,schaff-herzog.sweden,definition_blocks[73],tB£,&CBA^'itE620Q,error,,error,error confirmed but no correction suggestion
,cand-4318455,error_no_fix,short_allcaps_orphan,L«,,schaff-herzog.switzerland,definition_blocks[54],"nuJs Le ChrHim ivanoHiqus, 1847'47. aad",Mmaaoer; and literature under Vinxt. Ai,error,,error,error confirmed but no correction suggestion
,cand-4343067,error_no_fix,short_allcaps_orphan,U*,,schaff-herzog.bians-viii,definition_blocks[3],"der the name of Send (from Gk. synodos,",,error,,error,error confirmed but no correction suggestion
,cand-4343100,error_no_fix,short_allcaps_orphan,M7,,schaff-herzog.bians-viii,definition_blocks[8],,,error,,,error confirmed but no correction suggestion
,cand-4343951,error_no_fix,short_allcaps_orphan,2M,,schaff-herzog.bians-viii,definition_blocks[26],,,error,,,error confirmed but no correction suggestion
,cand-4352551,error_no_fix,short_allcaps_orphan,<A,,schaff-herzog.striac-literaturb,definition_blocks[16],is sufficiently rich to arouse the seal,"the scholar, without being so huge as t",error,,error,error confirmed but no correction suggestion
,cand-4353061,error_no_fix,short_allcaps_orphan,8W,,schaff-herzog.striac-literaturb,definition_blocks[36],"NHi, A^#iM Bivdi^","(7«m4k^ d«r Th^otoai* tmd KtrdU, •d. 0.",error,,,error confirmed but no correction suggestion
,cand-4353084,error_no_fix,short_allcaps_orphan,/V,,schaff-herzog.striac-literaturb,definition_blocks[38],,"), |»iiin>«AaM Ontmialia, Partii. 1008",error,,error,error confirmed but no correction suggestion
,cand-4358175,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.tabbrhaclb-thb-mosaic,definition_blocks[15],y holes into which the tenons were put.,"rear wall had, be- sides the six boards",error,,error,error confirmed but no correction suggestion
,cand-4360024,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.tabbrhaclb-thb-mosaic,definition_blocks[38],"n. 1897; R. L. Ottley, Aepede of the 0.","pp. 261 sqq., ib. 1897; W. Brown, The T",error,,error,error confirmed but no correction suggestion
,cand-4372038,error_no_fix,short_allcaps_orphan,C',,schaff-herzog.talmud-the,definition_blocks[78],"n the left of the text, and the Tosafot","ad- ditions "") immediately on the right",error,,error,error confirmed but no correction suggestion
,cand-4372257,error_no_fix,short_allcaps_orphan,I!,,schaff-herzog.talmud-the,definition_blocks[93],,,error,,error,error confirmed but no correction suggestion
,cand-4372280,error_no_fix,short_allcaps_orphan,J5,,schaff-herzog.talmud-the,definition_blocks[104],,,error,,,error confirmed but no correction suggestion
,cand-4372316,error_no_fix,short_allcaps_orphan,I-,,schaff-herzog.talmud-the,definition_blocks[117],z,,error,,error,error confirmed but no correction suggestion
,cand-4373253,error_no_fix,short_allcaps_orphan,P>,,schaff-herzog.talmud-the,definition_blocks[129],"ow, Dictionary of the Targumim, . . . t","1075, London and New York, 1903.",error,,error,error confirmed but no correction suggestion
,cand-4384209,error_no_fix,short_allcaps_orphan,L»,,schaff-herzog.tast-hermann-harmen-hermen,definition_blocks[5],"99; idemJiCimlnimliterataprodromua, voL","Oopenhacen, 1744; A. Heimreich, Nordfna",error,,error,error confirmed but no correction suggestion
,cand-4387924,error_no_fix,short_allcaps_orphan,S6,,schaff-herzog.tattler-johann,definition_blocks[23],"n^^iih are A. W. Hutton, The Inner Way,",Sermone,error,,,error confirmed but no correction suggestion
,cand-4406816,error_no_fix,short_allcaps_orphan,%U,,schaff-herzog.tenisoll-thomas,definition_blocks[2],"15; C. J. Abbey, The Enolieh Church and","Biehope, 1700- 1800, 2 vols., ib. 1887;",error,,error,error confirmed but no correction suggestion
,cand-4410650,error_no_fix,short_allcaps_orphan,N-,,schaff-herzog.terry-milton-spenser,definition_blocks[0],"thodist Episco- palian; b. at Coeymans,","Y., Feb. 22, 1840. He was educated at T",error,,error,error confirmed but no correction suggestion
,cand-4411412,error_no_fix,short_allcaps_orphan,G^,,schaff-herzog.ter-steegen,definition_blocks[3],hjmms have been edited not only in his,"sammdU Sekriften (8 vols., Stuttgart, 1",error,,error,error confirmed but no correction suggestion
,cand-4411611,error_no_fix,short_allcaps_orphan,U^,,schaff-herzog.ter-steegen,definition_blocks[4],et passim. New York. 1886; H. E. Govaa.,of Oerhard Tereteeoen^ wUh Selectiona f,error,,error,error confirmed but no correction suggestion
,cand-4411627,error_no_fix,short_allcaps_orphan,U^,,schaff-herzog.ter-steegen,definition_blocks[4],"., London, 1902; Julian, Bwwinoton, pp.","1146; ADB, vol. rrvii.",error,,error,error confirmed but no correction suggestion
,cand-4421759,error_no_fix,short_allcaps_orphan,L<,,schaff-herzog.theism,definition_blocks[9],"eivable, yet a long array of attributes","produced by Augustine, by no means exha",error,,error,error confirmed but no correction suggestion
,cand-4423589,error_no_fix,short_allcaps_orphan,I^,,schaff-herzog.theism,definition_blocks[23],"Personality Human and Divine, Londosiu","idem. Divine Immanence, ib. 1898; R. Ot",error,,error,error confirmed but no correction suggestion
,cand-4423814,error_no_fix,short_allcaps_orphan,I-,,schaff-herzog.theism,definition_blocks[23],"reinen Vemunft, Mams, 1898; E. Rolfet.",Gotteabeweise bei Thomas von Aqmn und A,error,,error,error confirmed but no correction suggestion
,cand-4424881,error_no_fix,short_allcaps_orphan,U§,,schaff-herzog.theodore-theodulus,definition_blocks[7],"Besson, Reehsreh«§ gur","orvtnet dm MesMs df Osntes,",error,,error,error confirmed but no correction suggestion
,cand-4425261,error_no_fix,short_allcaps_orphan,B^,,schaff-herzog.theodore-of-mopsubstia,definition_blocks[2],"bed Jesu (d. 1318; cf . J. S. Assemsni,",,error,,error,error confirmed but no correction suggestion
,cand-4426575,error_no_fix,short_allcaps_orphan,L*,,schaff-herzog.theodore-of-mopsubstia,definition_blocks[12],", H«mbiii|, 1807; A. Mai, Nova eoiUcHo,","pp. xviii.-xzx., and vi, pp. t.-zziL; i",error,,error,error confirmed but no correction suggestion
,cand-4426599,error_no_fix,short_allcaps_orphan,D*,,schaff-herzog.theodore-of-mopsubstia,definition_blocks[12],"nentet, GAttincn, 1836; O. F. FritMohe,",Theodori MopmstUni vita H aenpii9 eomme,error,,error,error confirmed but no correction suggestion
,cand-4427213,error_no_fix,short_allcaps_orphan,8L,,schaff-herzog.theodore-the-studite,definition_blocks[3],ieonocUute d^aprU la corretpondanea do,"TU- odorvSludiU, Paris, 1891; C. Thomas",error,,,error confirmed but no correction suggestion
,cand-4431422,error_no_fix,short_allcaps_orphan,S3,,schaff-herzog.theodosius-l-flavius,definition_blocks[10],"zzvi-xzviL; Sohaff, Chrietian ChmtM, VL","nq* tt paoini: Neander, CkriaHm ^kureht",error,,,error confirmed but no correction suggestion
,cand-4432296,error_no_fix,short_allcaps_orphan,7W,,schaff-herzog.thbodulp-op-orlians,definition_blocks[9],"pp. 01-06. Cailnuhe. 1840; L. Baimard,","d^iipk€ Iv^ffM dtOfikau, 1860; B. Hanrt",error,,,error confirmed but no correction suggestion
,cand-4436842,error_no_fix,short_allcaps_orphan,8M,,schaff-herzog.theological-education,definition_blocks[49],,,error,,,error confirmed but no correction suggestion
,cand-4440876,error_no_fix,short_allcaps_orphan,8M,,schaff-herzog.ihb-new-8chaff-herz00,definition_blocks[16],,,error,,,error confirmed but no correction suggestion
,cand-4452590,error_no_fix,short_allcaps_orphan,M^,,schaff-herzog.theological-semiharibs,definition_blocks[152],"Sauihem BapluA Theologwd SeiiUnanf, The","Forty Yeare, LouisviUa, Ky., 1900.",error,,error,error confirmed but no correction suggestion
,cand-4453626,error_no_fix,short_allcaps_orphan,A«,,schaff-herzog.theological-semiharibs,definition_blocks[164],Reminueenaea of Thiriy Yeani' Labor in,"Souih, Richmond, Va., 1805; JvbUoe Volw",error,,error,error confirmed but no correction suggestion
,cand-4454673,error_no_fix,short_allcaps_orphan,S^,,schaff-herzog.ul-congregational-1-andover,definition_blocks[4],he first religious newspaper in tlie U.,iiad their origin in whde or in large p,error,,error,error confirmed but no correction suggestion
,cand-4475822,error_no_fix,short_allcaps_orphan,8M,,schaff-herzog.zvm-unitarian-1-meadvlue,definition_blocks[21],,,error,,,error confirmed but no correction suggestion
,cand-4482287,error_no_fix,short_allcaps_orphan,N<,,schaff-herzog.view-of,definition_blocks[32],"898; A. Tarn < vol. ii., pp. xxi.-Iii.,","\ ri, Tfuoloffia moraZt«, f ; Bouquillo",error,,error,error confirmed but no correction suggestion
,cand-4483655,error_no_fix,short_allcaps_orphan,Q^,,schaff-herzog.theopaschites,definition_blocks[7],"tachnfU viii (1899), 82-97; Knimbaoher.","achiehU, pp. 342-347 (eontafais list of",error,,error,error confirmed but no correction suggestion
,cand-4484932,error_no_fix,short_allcaps_orphan,B^,,schaff-herzog.theophant,definition_blocks[9],"6, pp. 309-416; C. A. BrigCB, Strndw of","Scripttare, pp. 337, 642 aqq.. New Yoik",error,,error,error confirmed but no correction suggestion
,cand-4486692,error_no_fix,short_allcaps_orphan,«M,,schaff-herzog.ofamoch,definition_blocks[2],"raaB, Dm WeUeniMtehuiHfd^re dm TAeopMia","AfiHoehem, Jena, 1895; idem. Die GotUaU",error,,error,error confirmed but no correction suggestion
,cand-4493882,error_no_fix,short_allcaps_orphan,U»,,schaff-herzog.jesus-saint,definition_blocks[13],"76; G. Hahn, Let PMnomiiMf hyaUnquea ot","HvUaHana do S. ThMao, Bruaeeb, 1883, Ge",error,,error,error confirmed but no correction suggestion
,cand-4496938,error_no_fix,short_allcaps_orphan,A1,,schaff-herzog.thirtle-james-william,definition_blocks[36],ter of the and,"Articles, tant d( Script!] only,"" the d",error,,,error confirmed but no correction suggestion
,cand-4497473,error_no_fix,short_allcaps_orphan,T-,,schaff-herzog.thirtle-james-william,definition_blocks[45],"Enoland, iii. 520 sqq. London, 1885; £.","Green, The Thirty-nine Articles to the",error,,error,error confirmed but no correction suggestion
,cand-4502012,error_no_fix,short_allcaps_orphan,4M,,schaff-herzog.thomas-aquinas,definition_blocks[29],,,error,,,error confirmed but no correction suggestion
,cand-4506262,error_no_fix,short_allcaps_orphan,4M,,schaff-herzog.religious-encyclopedi,definition_blocks[20],,,error,,,error confirmed but no correction suggestion
,cand-4518257,error_no_fix,short_allcaps_orphan,BO,,schaff-herzog.thxjrin6ia,definition_blocks[8],"- eehichte, Eisenach, 1887; G. Einioke.",Jahre echwarz- btirgiecKe Re/ormatumege,uncertain,error,,error confirmed but no correction suggestion
,cand-4520566,error_no_fix,short_allcaps_orphan,{S,,schaff-herzog.tigert-john-james,definition_blocks[1],"TI6LATH-Pn.ESER. See Assthia, VI., 3,","6, 9.",error,,error,error confirmed but no correction suggestion
,cand-4524678,uncertain,short_allcaps_orphan,BO,,schaff-herzog.time-biblical-reckoning-of,definition_blocks[212],conclusions from later Biblical events,far as earlier and later events can be,uncertain,uncertain,,
,cand-4528053,error_no_fix,short_allcaps_orphan,I^,,schaff-herzog.time-biblical-reckoning-of,definition_blocks[368],2; II Tim. ii. 22; cf. the Gk. iOaum in,for suspecting the genuineness of these,error,,error,error confirmed but no correction suggestion
,cand-4531613,uncertain,short_allcaps_orphan,H*,,schaff-herzog.thens-friedrichconstantinvon,definition_blocks[20],"rting so copiously from the septima, F.",A. Scriveoer,uncertain,uncertain,error,
,cand-4541711,error_no_fix,short_allcaps_orphan,L^,,schaff-herzog.tolstoy-count-leo,definition_blocks[12],horised translation of What is Art f Of,"works of fiction, the best versions of",error,,error,error confirmed but no correction suggestion
,cand-4545045,error_no_fix,short_allcaps_orphan,A*,,schaff-herzog.total-abstinbhcb,definition_blocks[14],ame to be recognuEcd as in general use.,"might have been expected, their introdu",error,,error,error confirmed but no correction suggestion
,cand-4551953,error_no_fix,short_allcaps_orphan,T^,,schaff-herzog.tract-societies,definition_blocks[8],", the society's work rapidly developed.",production of books and periodicals was,error,,error,error confirmed but no correction suggestion
,cand-4563869,error_no_fix,short_allcaps_orphan,9U,,schaff-herzog.trajan-marcus-ulpius,definition_blocks[7],"a, Leipeio, 1840; J. IHerauer, B§UrilQ9",einm' ttrit- iaehm OetchiehU Tn^oiw. ib,error,,,error confirmed but no correction suggestion
,cand-4572846,error_no_fix,short_allcaps_orphan,I*,,schaff-herzog.reuqious-enctclopedu,definition_blocks[50],,"Bxsget- exegesis, but nevertheless reje",uncertain,error,error,error confirmed but no correction suggestion
,cand-4573640,error_no_fix,short_allcaps_orphan,D*,,schaff-herzog.reuqious-enctclopedu,definition_blocks[62],"oUe ride consult: Paaoharius Radbertus,","corpon dt mnoyine Domini, in MPL, oxx.;",uncertain,error,error,error confirmed but no correction suggestion
,cand-4573648,error_no_fix,short_allcaps_orphan,D*,,schaff-herzog.reuqious-enctclopedu,definition_blocks[62],"oyine Domini, in MPL, oxx.; J. de Lufo,","vmurabQi MieAorului aoeramento, in Mign",uncertain,error,error,error confirmed but no correction suggestion
,cand-4576661,error_no_fix,short_allcaps_orphan,I!,,schaff-herzog.stanford-university-libraries,definition_blocks[12],■,|.> K,error,,error,error confirmed but no correction suggestion
,cand-4582338,error_no_fix,short_allcaps_orphan,»L,,schaff-herzog.katv,definition_blocks[47],,"et em. conecripvL "" Books ooDOSmini the",uncertain,error,error,error confirmed but no correction suggestion
,cand-4582697,error_no_fix,short_allcaps_orphan,B>,,schaff-herzog.system-of-transliteration,definition_blocks[18],p = * 1 = r fr = s,= sh,error,,error,error confirmed but no correction suggestion
,cand-4583069,error_no_fix,short_allcaps_orphan,M*,,schaff-herzog.trench-richard-chenevix,definition_blocks[2],... a 8kHch of,"Lift and Character, ib. 1801; DNB,",error,,error,error confirmed but no correction suggestion
,cand-4605384,error_no_fix,short_allcaps_orphan,£L,,schaff-herzog.trudbert,definition_blocks[4],(D. KsBLBBt.) BnuoaaArar: Rettben. KD.,"48-60; Friedrich, KD. JL 1, pp. 007-013",error,,error,error confirmed but no correction suggestion
,cand-4609324,error_no_fix,short_allcaps_orphan,L',,schaff-herzog.truth-truthfulness,definition_blocks[47],"und- thatsachen, Vienna, 1896; Q. Gory,",Immanence de la raieon done la connaiea,error,,error,error confirmed but no correction suggestion
,cand-4622239,error_no_fix,short_allcaps_orphan,Y*,,schaff-herzog.tyng-stephen-higgilfson,definition_blocks[1],"g, and History ofSL George's Church, N.","to the Close of his Rectorship, New Yor",error,,error,error confirmed but no correction suggestion
